4000 3
42 71 73 
90 68 57 
15 93 65 
35 1 63 
42 11 50 
59 93 55 
79 32 90 
57 21 71 
93 41 59 
76 66 48 
40 4 9 
63 76 14 
77 55 48 
51 86 94 
31 1 94 
90 0 79 
48 23 25 
5 29 59 
79 81 0 
90 27 87 
70 46 52 
77 52 62 
4 71 61 
32 39 36 
23 99 56 
74 71 22 
98 48 3 
57 43 49 
48 49 94 
66 19 57 
11 39 52 
79 81 29 
76 91 36 
8 37 24 
49 27 98 
55 14 84 
71 94 3 
32 31 37 
60 46 86 
20 57 7 
31 48 5 
82 27 75 
76 9 96 
48 31 18 
39 90 62 
32 29 33 
73 32 60 
19 95 14 
85 9 3 
92 13 89 
51 39 33 
92 89 50 
8 14 94 
61 91 33 
10 28 3 
97 29 10 
69 89 52 
48 23 91 
46 23 54 
50 38 99 
30 3 6 
46 41 92 
14 37 90 
48 49 49 
40 85 63 
3 5 6 
4 20 76 
45 28 43 
20 78 76 
40 37 86 
84 64 73 
80 69 49 
29 76 68 
80 95 26 
84 79 34 
40 6 89 
48 63 20 
73 36 80 
2 77 5 
9 98 44 
64 84 46 
83 82 4 
19 69 81 
79 75 32 
38 41 87 
10 6 40 
26 74 32 
31 70 6 
77 39 0 
57 62 44 
64 33 9 
27 45 11 
76 30 35 
35 64 77 
21 8 21 
26 52 46 
56 85 74 
37 25 45 
93 8 32 
17 13 71 
44 62 85 
26 0 5 
99 90 31 
83 57 90 
33 38 46 
54 73 40 
14 67 22 
34 70 27 
20 45 86 
93 58 48 
14 18 54 
45 14 20 
1 33 72 
7 30 40 
20 53 67 
52 73 46 
66 16 55 
88 74 89 
61 88 76 
41 71 45 
6 92 89 
99 82 81 
45 65 14 
88 75 45 
73 25 34 
37 84 54 
76 93 70 
96 79 88 
0 82 75 
37 98 55 
46 84 26 
19 45 1 
86 24 66 
38 84 36 
31 1 57 
17 23 68 
24 29 69 
76 24 60 
95 88 60 
50 39 12 
2 81 91 
72 97 98 
53 48 99 
75 70 59 
50 90 96 
28 40 58 
11 91 64 
89 85 2 
38 41 58 
34 47 17 
64 77 51 
79 95 8 
47 36 93 
12 1 83 
62 20 31 
42 1 71 
37 90 61 
18 99 5 
35 15 4 
76 43 66 
15 96 61 
74 36 48 
60 42 74 
75 79 97 
8 45 15 
63 60 34 
98 79 33 
72 73 56 
82 64 31 
60 73 97 
42 67 36 
0 29 13 
64 95 82 
87 71 84 
41 74 35 
17 82 84 
32 35 34 
75 44 74 
25 85 32 
47 65 58 
65 36 43 
76 42 91 
34 85 69 
66 43 6 
14 60 49 
0 90 59 
68 15 86 
83 91 75 
39 36 46 
94 61 13 
14 71 83 
41 58 47 
32 67 58 
47 45 70 
78 87 61 
77 48 22 
91 28 80 
30 58 50 
55 67 97 
20 32 50 
35 43 47 
52 99 83 
33 69 92 
92 3 82 
15 52 25 
1 14 37 
51 65 55 
3 28 52 
41 78 6 
92 76 34 
41 93 17 
80 40 71 
62 84 59 
60 85 94 
61 42 78 
54 15 83 
31 56 51 
92 62 89 
43 32 88 
55 44 61 
73 29 96 
55 14 23 
77 58 0 
78 46 61 
61 81 51 
70 46 78 
18 90 87 
16 34 48 
83 89 15 
97 95 18 
41 66 8 
61 2 99 
35 89 67 
20 21 9 
36 81 26 
6 87 44 
32 37 98 
83 92 17 
54 1 31 
93 72 65 
23 54 80 
48 50 1 
47 97 35 
70 5 43 
82 32 96 
83 49 81 
81 47 17 
62 47 11 
31 47 16 
52 65 28 
28 10 65 
16 81 60 
84 1 2 
72 84 23 
28 47 66 
60 3 73 
44 45 61 
77 58 71 
42 2 62 
96 87 9 
14 90 24 
31 40 72 
46 75 83 
4 11 93 
95 38 76 
57 53 20 
35 28 86 
14 30 44 
95 87 90 
26 23 70 
93 44 95 
65 0 40 
73 11 96 
60 81 31 
89 11 31 
96 20 3 
10 39 25 
61 5 75 
18 53 14 
86 80 34 
34 26 42 
9 57 55 
33 70 67 
30 53 7 
52 81 80 
67 55 19 
84 17 1 
91 49 5 
72 85 98 
5 28 75 
95 64 21 
69 70 56 
4 46 58 
65 70 12 
82 0 1 
32 91 22 
74 69 49 
30 36 44 
41 33 97 
40 61 57 
85 68 49 
38 59 7 
75 46 90 
77 73 54 
82 51 75 
9 94 92 
94 29 46 
81 61 5 
95 51 67 
29 86 11 
15 30 3 
3 91 43 
58 34 30 
59 97 7 
99 10 81 
2 25 82 
40 35 37 
13 28 92 
59 29 20 
28 75 39 
82 33 49 
37 58 1 
30 36 54 
15 69 42 
52 94 60 
91 57 71 
75 93 25 
20 43 80 
85 19 80 
20 45 39 
37 92 74 
93 38 82 
5 36 71 
53 14 74 
93 93 80 
51 55 91 
35 0 77 
4 88 70 
88 81 27 
44 24 32 
9 22 34 
78 34 48 
45 12 92 
64 82 56 
33 33 44 
57 68 29 
92 92 70 
93 5 0 
55 60 83 
44 11 60 
92 15 10 
68 23 98 
72 95 73 
13 31 43 
55 87 48 
42 8 41 
48 1 97 
6 12 10 
2 52 78 
41 95 59 
87 31 17 
48 37 90 
99 35 22 
4 86 41 
53 74 28 
15 49 18 
79 57 14 
50 14 58 
37 79 81 
75 57 88 
25 17 9 
67 44 46 
64 35 57 
45 5 92 
10 37 80 
92 53 96 
99 31 86 
96 38 26 
99 33 65 
42 2 94 
78 53 64 
91 5 12 
91 77 79 
69 93 51 
78 23 16 
23 0 48 
5 84 22 
76 4 36 
12 26 73 
69 77 98 
75 69 35 
45 44 96 
7 72 15 
77 54 19 
81 16 61 
27 54 52 
27 12 90 
38 12 82 
40 37 21 
47 91 3 
74 0 55 
26 7 17 
45 46 9 
9 66 4 
20 46 91 
61 55 87 
24 97 68 
85 32 40 
82 41 58 
94 55 6 
75 96 4 
25 9 91 
96 15 31 
81 97 30 
4 60 57 
17 33 8 
90 66 13 
22 84 18 
45 59 22 
95 10 7 
53 80 54 
85 92 97 
78 36 28 
47 54 65 
90 95 35 
70 5 20 
72 95 95 
83 91 99 
76 56 75 
80 39 53 
23 57 89 
0 92 31 
84 37 15 
29 33 3 
3 60 55 
65 7 86 
64 63 21 
19 16 81 
77 93 8 
63 47 90 
34 85 40 
68 17 49 
22 52 92 
61 46 78 
68 4 87 
97 17 49 
13 54 44 
81 68 89 
26 49 61 
43 15 42 
57 49 8 
49 85 59 
86 40 60 
20 10 73 
55 24 20 
43 49 71 
91 0 41 
77 12 56 
5 6 93 
60 5 41 
53 55 86 
1 99 15 
72 17 82 
53 7 64 
38 6 32 
33 26 71 
98 36 82 
67 13 61 
13 79 68 
7 51 9 
94 46 37 
60 40 40 
15 8 42 
86 76 26 
58 53 31 
13 61 34 
95 35 1 
4 90 27 
11 84 48 
83 75 20 
63 68 11 
96 16 88 
8 50 20 
90 1 16 
83 9 19 
43 5 20 
76 31 17 
18 46 85 
52 13 67 
75 23 60 
89 59 27 
21 45 5 
73 18 90 
74 98 46 
36 81 50 
61 6 40 
50 34 50 
95 22 2 
40 19 1 
16 30 7 
31 86 96 
14 58 12 
44 31 90 
45 44 51 
88 25 75 
40 68 64 
48 18 97 
36 84 10 
28 65 16 
94 87 24 
39 56 99 
78 56 71 
11 87 35 
11 61 26 
38 41 74 
11 49 24 
57 69 95 
49 9 37 
88 24 51 
27 67 89 
21 76 22 
41 37 72 
63 38 48 
92 26 34 
62 28 12 
94 49 4 
89 41 49 
97 89 42 
19 39 12 
60 65 94 
35 48 45 
0 54 70 
23 0 88 
61 99 78 
43 82 5 
9 86 57 
18 41 65 
64 37 15 
67 74 5 
50 4 13 
22 51 76 
0 56 5 
83 71 5 
73 43 0 
96 21 13 
39 87 29 
13 47 9 
47 49 78 
12 2 93 
91 94 8 
65 64 21 
68 85 24 
59 41 0 
11 31 84 
36 2 60 
68 83 29 
11 62 75 
82 62 72 
60 92 4 
89 28 42 
58 79 1 
89 82 63 
0 14 61 
98 26 69 
31 17 72 
13 60 82 
88 15 69 
60 48 78 
54 10 28 
52 77 44 
26 7 89 
86 63 58 
46 3 94 
30 39 92 
93 71 98 
40 69 3 
88 92 59 
27 56 71 
24 1 69 
55 87 46 
84 62 78 
23 88 53 
56 76 97 
94 54 23 
77 33 97 
91 43 87 
93 70 44 
45 81 76 
15 80 79 
2 87 8 
51 33 5 
75 60 30 
58 48 20 
98 86 55 
86 41 16 
30 89 77 
50 19 61 
52 60 43 
85 38 42 
90 43 41 
17 72 23 
80 66 58 
5 97 11 
71 76 34 
78 81 46 
7 47 74 
51 66 47 
22 66 28 
26 94 45 
59 92 26 
36 49 51 
28 14 47 
98 36 1 
0 94 71 
80 51 74 
33 74 26 
1 52 31 
42 29 2 
78 5 28 
43 1 75 
72 39 6 
83 51 26 
83 76 41 
64 62 99 
83 1 92 
37 46 90 
32 37 41 
93 2 19 
66 89 62 
21 91 81 
29 37 89 
38 32 44 
59 46 84 
11 75 75 
76 56 30 
2 25 21 
17 59 53 
88 26 56 
24 56 42 
72 27 59 
97 81 77 
47 94 59 
79 98 64 
96 98 57 
76 81 36 
4 98 59 
53 98 52 
55 48 49 
36 69 60 
76 72 87 
50 43 88 
72 19 18 
0 83 95 
27 69 9 
27 33 4 
16 47 80 
58 69 6 
76 35 25 
84 23 82 
80 7 1 
58 13 44 
1 34 74 
27 65 63 
20 51 6 
68 23 11 
18 84 31 
30 71 61 
42 18 70 
64 24 66 
2 66 14 
66 85 7 
37 69 25 
91 42 14 
49 10 43 
60 63 76 
65 90 92 
88 35 27 
17 43 12 
80 1 3 
60 43 98 
52 53 64 
58 86 84 
77 5 78 
33 67 52 
45 6 52 
26 19 67 
70 21 67 
76 20 32 
54 60 62 
18 17 57 
29 40 67 
48 14 95 
34 70 52 
84 96 25 
92 43 23 
79 68 7 
75 60 51 
86 64 61 
12 92 36 
87 92 53 
27 54 30 
64 37 73 
29 64 20 
60 9 77 
92 50 60 
74 29 35 
45 30 8 
40 34 54 
10 12 89 
65 96 68 
51 42 4 
60 32 97 
99 58 64 
42 41 96 
1 30 42 
90 41 50 
93 56 49 
81 83 84 
19 75 54 
65 52 2 
98 75 29 
62 62 51 
40 71 61 
95 79 6 
10 5 64 
25 91 62 
18 39 72 
91 38 8 
5 88 53 
3 95 63 
97 86 68 
71 89 99 
51 18 23 
67 58 65 
43 83 99 
27 53 90 
11 36 58 
3 83 37 
40 60 38 
70 67 41 
12 60 92 
47 41 51 
18 4 60 
71 58 29 
89 77 21 
81 97 99 
43 65 4 
18 29 77 
11 37 14 
59 20 79 
59 34 91 
20 88 32 
93 76 90 
46 89 35 
89 38 59 
40 96 21 
49 77 16 
95 41 41 
39 25 58 
74 98 90 
1 15 98 
40 66 17 
46 48 66 
56 81 63 
21 38 93 
4 88 27 
78 15 48 
98 18 28 
77 71 87 
6 98 18 
92 48 61 
56 49 44 
56 33 48 
86 20 30 
37 25 84 
26 97 78 
89 62 27 
72 0 17 
32 47 5 
45 8 73 
7 95 92 
99 87 23 
78 68 68 
15 27 70 
15 99 96 
28 66 85 
1 15 55 
76 59 12 
84 4 88 
23 31 52 
80 42 10 
64 12 48 
1 84 0 
24 84 82 
68 33 6 
6 66 6 
56 39 79 
81 69 9 
72 51 17 
48 2 44 
27 0 94 
68 59 52 
54 13 35 
83 59 65 
5 68 69 
25 55 44 
2 30 88 
57 40 30 
60 62 85 
63 9 84 
95 49 24 
59 42 38 
41 56 54 
95 97 94 
55 91 9 
80 34 44 
13 11 32 
83 72 77 
64 76 65 
67 75 91 
79 18 7 
77 25 61 
72 76 21 
14 81 64 
87 98 0 
11 96 77 
10 80 16 
16 34 12 
77 38 15 
45 95 57 
5 48 80 
28 68 43 
47 64 13 
19 34 18 
96 91 26 
59 57 83 
23 98 82 
25 79 45 
46 65 54 
91 88 26 
29 25 14 
41 57 69 
64 10 96 
24 90 86 
20 91 48 
73 83 36 
68 90 56 
12 75 39 
99 79 55 
0 0 50 
12 38 52 
77 28 53 
27 16 97 
88 14 79 
80 3 26 
8 84 78 
16 92 31 
3 16 89 
31 46 99 
4 70 15 
99 42 80 
19 49 51 
76 63 10 
70 69 43 
74 94 80 
40 4 4 
32 24 21 
77 10 98 
6 9 41 
41 45 56 
39 13 10 
12 0 64 
85 91 52 
43 22 22 
60 39 94 
35 24 57 
39 34 25 
74 71 26 
10 27 52 
0 2 54 
41 85 40 
2 47 88 
19 72 34 
57 81 65 
72 98 11 
82 63 26 
62 35 34 
60 8 28 
94 98 71 
1 54 69 
52 53 52 
24 50 16 
10 62 19 
97 45 35 
51 27 82 
59 86 22 
7 79 32 
22 78 15 
66 72 52 
23 36 61 
10 75 34 
3 90 7 
48 4 27 
76 31 45 
19 31 78 
75 90 44 
85 40 0 
76 15 42 
81 83 23 
61 54 83 
78 75 59 
69 49 48 
89 38 78 
19 72 87 
52 90 33 
84 7 21 
14 49 84 
50 76 55 
86 60 58 
17 76 73 
0 3 32 
45 36 78 
33 88 95 
13 34 78 
54 80 52 
9 2 90 
48 43 70 
73 71 0 
45 44 31 
1 74 91 
69 93 96 
7 24 2 
80 4 77 
81 97 29 
3 66 58 
96 82 77 
35 89 38 
94 48 40 
6 93 74 
0 51 46 
95 23 85 
35 33 33 
33 86 92 
91 85 43 
57 68 25 
80 38 96 
18 86 85 
26 62 88 
63 42 21 
97 96 95 
80 89 42 
68 29 15 
51 35 65 
52 9 49 
25 92 75 
66 7 64 
26 9 94 
84 44 48 
72 86 8 
22 37 29 
24 54 31 
6 29 7 
26 77 71 
84 21 56 
67 25 15 
19 36 56 
7 4 90 
34 54 24 
93 43 54 
64 63 47 
69 83 54 
35 38 45 
87 71 54 
7 0 0 
14 85 13 
97 32 95 
86 46 7 
44 42 67 
12 74 33 
73 64 7 
71 13 99 
94 74 32 
99 13 76 
24 80 23 
36 20 18 
18 0 79 
37 60 98 
20 93 17 
77 21 56 
92 57 27 
36 69 35 
0 83 78 
99 28 75 
82 2 12 
44 62 33 
17 65 28 
65 47 34 
71 3 49 
12 91 45 
90 20 71 
60 73 4 
41 99 82 
8 15 13 
63 24 76 
17 25 42 
16 36 56 
85 63 15 
16 19 25 
90 22 75 
39 9 14 
63 6 67 
44 88 69 
52 67 40 
55 69 77 
66 63 29 
7 9 0 
42 53 54 
79 91 36 
26 57 37 
52 95 15 
69 34 93 
70 88 10 
46 1 34 
51 53 12 
42 33 14 
39 11 71 
10 4 18 
90 52 38 
47 25 98 
12 63 58 
61 11 17 
96 44 27 
72 56 37 
56 69 88 
35 18 92 
70 4 12 
91 39 86 
17 54 87 
2 95 64 
48 69 73 
10 94 95 
71 38 76 
56 6 20 
59 12 34 
75 97 11 
58 12 10 
54 81 53 
88 22 12 
91 86 11 
34 94 99 
14 23 95 
56 92 48 
45 14 37 
21 63 36 
40 32 15 
42 70 57 
66 34 14 
15 24 57 
89 50 49 
53 57 24 
72 5 12 
1 20 45 
94 6 46 
6 74 46 
99 45 8 
8 14 43 
41 38 25 
22 1 63 
83 32 25 
31 13 0 
41 59 97 
28 49 73 
84 62 99 
64 41 49 
17 23 61 
34 96 27 
53 37 41 
96 80 13 
48 19 41 
93 30 64 
61 88 44 
90 47 0 
34 79 83 
99 86 44 
93 81 86 
51 48 25 
11 78 22 
90 27 68 
89 8 28 
52 85 6 
60 28 47 
88 46 37 
15 97 63 
43 63 64 
81 74 62 
83 18 93 
8 93 27 
33 57 80 
96 63 23 
12 24 90 
18 60 34 
64 36 14 
10 33 31 
66 63 3 
81 54 97 
19 60 21 
35 60 82 
0 92 37 
57 63 95 
85 83 11 
94 53 33 
52 77 85 
37 38 69 
22 80 90 
40 76 54 
98 51 73 
38 41 88 
94 70 13 
22 76 18 
4 31 39 
98 67 65 
71 14 0 
98 91 93 
14 62 36 
20 23 89 
95 92 64 
37 54 22 
50 39 36 
35 94 51 
37 49 14 
56 92 9 
77 99 13 
54 75 36 
25 49 92 
2 53 83 
98 2 85 
84 76 69 
73 83 86 
40 68 25 
82 13 40 
63 42 41 
88 89 79 
63 41 44 
83 83 10 
49 30 28 
13 21 82 
18 80 92 
19 72 79 
23 61 85 
77 44 15 
92 37 55 
74 22 76 
31 78 51 
96 86 79 
13 73 1 
10 99 21 
96 43 5 
24 40 79 
63 93 71 
9 89 10 
13 58 93 
93 85 4 
33 29 78 
38 67 73 
14 75 92 
52 94 8 
7 94 83 
47 5 43 
71 75 71 
3 25 44 
30 94 60 
55 32 16 
25 90 96 
16 50 36 
91 32 67 
70 77 12 
7 19 13 
90 9 27 
17 28 7 
38 11 3 
38 45 15 
55 35 11 
41 73 3 
69 74 36 
82 3 44 
56 56 49 
36 57 65 
39 55 54 
99 33 81 
88 56 38 
93 96 92 
59 7 66 
70 79 18 
96 75 5 
49 22 52 
73 45 93 
58 60 57 
81 91 11 
93 91 3 
70 36 8 
25 33 73 
87 96 38 
73 2 40 
67 62 49 
44 35 23 
10 39 2 
91 95 59 
10 90 2 
36 83 16 
55 4 2 
4 65 59 
11 87 44 
67 96 52 
17 62 33 
30 54 77 
45 56 73 
44 27 83 
52 22 6 
53 80 61 
84 43 15 
37 7 54 
32 8 67 
45 99 63 
17 60 28 
45 60 6 
86 31 65 
10 12 8 
80 90 98 
62 92 0 
37 12 70 
23 67 84 
21 72 69 
27 93 73 
11 96 84 
59 66 40 
26 60 26 
43 18 76 
41 64 58 
47 85 15 
28 47 51 
8 80 67 
7 95 54 
52 69 6 
38 6 46 
62 94 66 
53 43 15 
92 92 58 
99 15 98 
27 23 76 
62 92 17 
81 63 37 
54 44 80 
25 43 95 
72 62 88 
82 5 73 
55 75 5 
82 28 44 
81 3 20 
50 41 82 
84 71 9 
94 74 7 
72 38 25 
63 76 11 
31 79 6 
35 47 25 
62 19 67 
54 73 91 
5 24 37 
11 93 36 
95 34 52 
76 14 74 
93 40 50 
0 86 74 
56 84 89 
65 61 27 
96 60 64 
80 79 55 
83 33 28 
4 81 68 
23 84 29 
96 30 40 
87 47 4 
84 75 78 
21 47 89 
42 13 63 
1 17 16 
51 84 71 
53 13 13 
71 28 70 
72 43 2 
75 7 11 
9 7 53 
13 13 67 
39 55 18 
20 22 81 
35 52 85 
54 88 78 
92 70 49 
10 76 57 
42 42 49 
2 1 47 
59 81 33 
92 92 73 
71 82 0 
34 37 32 
11 16 9 
79 2 13 
75 20 89 
75 94 35 
70 92 72 
76 46 53 
48 56 6 
76 41 68 
98 61 88 
8 96 57 
85 53 44 
19 72 68 
40 62 70 
89 9 11 
26 14 30 
1 57 7 
23 15 89 
50 61 33 
24 85 87 
91 19 7 
90 26 71 
72 6 43 
48 16 82 
9 33 68 
98 31 50 
21 89 54 
82 70 93 
26 30 74 
67 76 36 
32 21 10 
20 18 14 
63 11 51 
4 88 62 
17 0 48 
64 97 24 
90 74 72 
10 31 21 
31 1 64 
99 50 35 
43 82 37 
88 20 76 
92 39 67 
51 57 58 
28 27 76 
71 96 1 
24 11 39 
32 48 2 
16 19 25 
44 21 89 
8 36 78 
96 67 81 
48 44 97 
84 52 19 
58 78 14 
47 97 92 
42 55 50 
1 72 97 
21 9 88 
52 37 72 
42 17 41 
65 71 39 
78 26 13 
57 18 67 
3 57 85 
54 41 5 
20 69 89 
11 28 64 
21 23 78 
70 51 47 
57 53 99 
13 75 87 
42 52 62 
30 82 48 
4 62 41 
3 1 93 
75 66 38 
83 55 21 
50 99 51 
19 57 84 
15 39 94 
63 58 83 
85 0 99 
1 72 19 
6 13 79 
65 65 94 
87 88 21 
60 15 4 
65 29 34 
49 65 23 
81 50 57 
88 95 78 
81 77 89 
8 45 3 
31 90 79 
8 69 20 
25 20 38 
90 80 99 
84 77 94 
16 50 51 
79 32 80 
25 99 62 
74 16 9 
65 22 78 
47 63 27 
34 56 34 
50 96 15 
53 66 49 
67 72 48 
61 8 54 
83 3 13 
87 29 22 
52 84 30 
73 43 3 
63 86 11 
25 86 21 
59 31 43 
62 5 62 
21 23 6 
2 77 7 
18 80 33 
91 11 17 
35 54 10 
50 81 22 
6 81 98 
71 35 76 
79 26 61 
94 45 8 
6 80 93 
39 65 83 
96 3 85 
56 68 60 
12 13 82 
80 96 36 
61 43 61 
11 99 13 
53 67 26 
82 60 7 
23 59 89 
7 21 93 
38 13 27 
8 42 68 
21 23 19 
50 79 81 
8 83 60 
60 64 38 
68 52 58 
19 66 61 
56 86 56 
23 27 93 
23 51 87 
59 51 38 
74 65 69 
42 25 63 
26 43 41 
68 54 3 
70 22 58 
47 4 64 
57 34 12 
67 1 77 
39 4 49 
50 37 4 
16 92 85 
25 88 92 
43 18 76 
66 42 17 
82 75 96 
91 65 80 
33 57 88 
75 56 44 
58 27 94 
41 21 17 
63 47 96 
74 87 33 
73 35 15 
1 22 57 
25 70 18 
15 87 77 
24 80 29 
22 32 69 
94 15 16 
44 76 14 
89 16 46 
72 16 38 
89 59 38 
31 51 89 
63 18 62 
57 32 7 
38 69 85 
60 51 95 
13 27 52 
74 59 29 
90 99 43 
20 73 17 
76 47 3 
76 65 9 
65 36 79 
26 51 60 
33 89 70 
68 7 81 
30 46 68 
79 43 13 
51 32 65 
65 90 7 
2 69 91 
15 60 52 
76 15 35 
78 69 82 
83 86 12 
82 13 71 
7 41 92 
96 43 71 
77 72 34 
25 24 18 
27 79 25 
91 28 27 
43 29 74 
31 65 32 
86 42 99 
93 16 83 
21 61 69 
27 36 7 
82 61 74 
94 55 47 
10 58 69 
24 52 72 
52 13 12 
27 58 55 
68 92 99 
98 17 46 
24 40 0 
92 57 69 
68 82 77 
76 79 2 
68 27 46 
70 62 54 
45 38 81 
28 19 8 
15 29 83 
51 82 22 
36 82 26 
8 1 69 
91 48 28 
58 9 5 
56 90 93 
84 3 64 
49 77 75 
61 77 69 
28 12 3 
80 0 10 
16 46 77 
84 62 98 
55 31 76 
68 82 44 
64 75 34 
24 33 31 
87 83 2 
30 70 87 
36 3 35 
24 51 49 
88 82 10 
35 98 97 
70 75 79 
25 19 39 
19 89 42 
29 23 15 
26 74 23 
0 89 62 
23 61 61 
74 6 71 
85 24 30 
50 12 13 
84 51 27 
5 16 63 
87 12 96 
41 50 14 
30 29 34 
91 81 17 
15 68 91 
33 86 45 
75 54 9 
80 47 49 
12 90 44 
76 96 22 
44 22 35 
88 8 53 
0 38 18 
92 77 9 
54 46 24 
18 65 64 
66 34 71 
53 52 85 
14 33 90 
52 12 63 
43 12 11 
90 76 66 
37 31 63 
1 44 26 
11 95 48 
67 34 82 
59 61 37 
44 4 42 
10 81 1 
86 95 83 
38 61 87 
23 45 43 
99 72 21 
48 31 93 
42 73 96 
89 94 1 
78 99 67 
55 24 22 
40 83 4 
0 28 51 
69 8 91 
82 5 12 
53 72 6 
16 85 43 
52 29 86 
14 67 32 
11 50 92 
87 85 49 
50 57 50 
22 14 96 
6 99 6 
96 50 97 
40 35 91 
73 46 22 
6 25 63 
45 43 94 
70 83 22 
61 57 30 
62 98 25 
40 41 36 
88 59 92 
23 71 80 
16 46 2 
98 96 5 
10 59 42 
3 60 53 
70 60 93 
24 37 54 
63 36 88 
80 31 55 
37 20 82 
43 82 74 
1 47 73 
61 46 20 
30 70 19 
39 84 59 
87 49 27 
50 96 95 
95 22 84 
8 9 21 
23 65 11 
70 17 12 
50 4 87 
9 76 3 
66 74 68 
39 63 4 
28 25 38 
14 25 83 
59 4 89 
36 35 67 
69 54 91 
82 86 42 
49 89 34 
1 80 13 
95 86 71 
73 32 97 
56 57 73 
53 71 4 
20 51 51 
8 39 97 
69 37 8 
2 10 19 
97 96 26 
39 82 32 
76 11 61 
71 19 23 
25 93 5 
69 10 26 
43 55 67 
40 30 85 
16 5 5 
79 70 1 
79 57 42 
43 80 27 
48 82 73 
70 91 33 
21 83 15 
9 28 87 
93 57 75 
53 27 54 
50 11 90 
5 13 59 
70 33 62 
66 48 61 
86 92 63 
42 92 82 
61 83 26 
93 87 4 
18 15 75 
12 65 89 
23 17 13 
62 27 62 
55 95 65 
49 67 48 
40 13 49 
35 67 57 
73 1 40 
83 17 32 
14 14 3 
64 62 15 
11 87 59 
13 5 34 
83 54 96 
4 95 30 
36 85 95 
77 72 41 
15 77 4 
20 11 2 
11 13 13 
96 30 60 
19 10 88 
90 75 76 
65 3 89 
32 69 98 
17 58 56 
59 50 9 
71 40 82 
34 23 46 
57 6 15 
66 44 93 
45 84 72 
15 5 36 
28 5 70 
41 78 65 
62 55 58 
43 43 98 
27 18 11 
26 94 14 
97 16 42 
98 3 82 
54 67 18 
86 50 90 
17 23 11 
27 67 94 
34 58 95 
62 94 17 
46 80 90 
31 0 44 
38 21 24 
78 53 70 
14 30 61 
66 91 33 
29 20 38 
93 63 10 
58 26 50 
1 85 44 
58 42 8 
9 8 8 
53 76 72 
72 80 98 
34 12 90 
43 75 26 
22 55 44 
60 2 35 
83 84 13 
0 16 91 
33 21 45 
31 25 20 
15 87 36 
53 34 94 
69 70 5 
45 98 43 
51 43 80 
80 0 4 
2 60 24 
21 6 8 
40 36 45 
62 65 75 
4 88 84 
63 76 0 
40 0 67 
2 89 27 
11 26 86 
21 31 24 
15 36 14 
25 30 38 
91 42 55 
76 65 90 
0 31 55 
32 91 40 
80 38 40 
59 25 42 
54 33 6 
76 74 99 
1 91 21 
99 34 38 
93 36 29 
24 79 2 
10 21 41 
77 45 22 
79 8 99 
26 38 82 
19 36 76 
21 41 48 
22 25 52 
34 7 94 
66 36 40 
42 86 99 
2 75 54 
19 24 60 
37 51 93 
16 26 73 
75 71 92 
51 21 80 
21 13 42 
48 4 54 
44 16 88 
44 42 10 
25 92 96 
98 46 15 
38 11 63 
68 18 54 
95 9 12 
41 38 30 
26 49 24 
99 89 81 
2 37 85 
51 63 15 
20 19 50 
48 30 73 
93 83 35 
18 28 21 
95 48 38 
75 59 66 
2 18 52 
66 79 43 
41 23 76 
50 42 19 
42 49 43 
73 24 18 
70 83 78 
2 79 83 
45 23 64 
93 26 50 
63 56 32 
92 98 44 
99 55 63 
58 48 4 
33 89 49 
64 77 33 
54 1 36 
51 7 30 
3 31 88 
25 88 32 
88 84 50 
82 13 2 
35 45 80 
63 92 64 
34 74 64 
27 40 39 
76 3 70 
33 81 9 
87 88 52 
74 88 99 
91 32 37 
4 73 73 
75 19 53 
0 49 42 
86 1 51 
33 81 66 
28 86 8 
13 70 90 
80 25 45 
17 80 69 
56 3 17 
42 4 17 
63 12 48 
67 35 57 
53 26 73 
8 28 26 
65 12 86 
5 36 51 
14 39 88 
75 66 30 
51 86 37 
18 75 12 
36 85 51 
30 86 62 
38 62 99 
66 46 13 
50 16 80 
45 12 59 
77 45 36 
76 57 76 
55 67 18 
73 53 11 
99 39 66 
50 45 55 
94 77 98 
87 81 28 
14 25 61 
24 2 5 
73 17 25 
10 18 25 
58 46 98 
46 12 71 
74 15 98 
80 83 3 
77 36 36 
40 37 1 
30 26 63 
55 45 9 
81 8 57 
20 58 5 
19 86 72 
34 67 6 
66 35 50 
2 92 2 
53 43 46 
83 48 16 
12 31 3 
88 90 50 
78 71 29 
21 36 90 
76 20 67 
38 51 72 
16 64 51 
93 63 84 
31 41 56 
56 44 83 
62 48 5 
34 78 51 
80 75 41 
4 37 7 
14 1 9 
26 25 94 
69 20 68 
55 0 64 
36 86 1 
91 15 86 
22 1 59 
3 41 65 
3 0 79 
9 23 58 
3 75 1 
48 25 90 
29 93 4 
22 84 16 
45 80 29 
10 99 66 
94 85 41 
60 47 78 
70 29 90 
87 19 44 
43 78 22 
81 24 95 
45 9 98 
63 95 87 
85 17 38 
50 97 57 
14 58 15 
58 55 31 
14 14 73 
12 28 57 
65 39 44 
85 3 96 
54 95 52 
60 78 68 
32 1 88 
97 56 24 
15 10 34 
80 16 72 
58 1 11 
66 40 86 
20 88 87 
97 58 82 
80 11 1 
69 55 80 
70 45 25 
18 75 47 
34 4 32 
52 90 17 
32 28 0 
87 34 45 
50 97 99 
31 71 83 
28 76 28 
44 59 69 
18 12 8 
10 90 71 
10 28 28 
